Unnamed: 0,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
406729,53,306,2,2,68,238,34,34,34.0,0.0,119,119,119.0,0.0,1000000.0,13071.89542,102.0,126.1467399,246,11,11,11.0,0.0,11,11,49,49.0,0.0,49,49,0,0,0,0,64,64,6535.947712,6535.947712,34,119,68.0,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,85.0,34.0,119.0,64,0,0,0,0,0,0,2,68,2,238,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
104264,443,61460738,132,234,1966,321604,282,0,14.89393939,37.14408865,2860,0,1374.376068,464.0031306,5264.661807,5.955021236,168385.5836,3082184.545,58900000,0,61500000,469165.9389,5150699.248,59000000,18,61400000,263427.6824,3859968.847,58900000,1,0,0,0,0,2652,4692,2.147712577,3.807308659,0,2860,881.6621253,752.2281876,565847.2462,0,0,0,1,0,0,0,0,1,884.0710383,14.89393939,1374.376068,2652,0,0,0,0,0,0,132,1966,234,321604,8192,377,131,20,2503533.0,0.0,2503533,2503533,58900000.0,0.0,58900000,58900000,Infiltration
33685,53,515,1,1,52,114,52,52,52.0,0.0,114,114,114.0,0.0,322330.0971,3883.495146,515.0,0.0,515,515,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1941.747573,1941.747573,52,114,72.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,109.0,52.0,114.0,32,0,0,0,0,0,0,1,52,1,114,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
321004,62487,1,2,0,2071,0,2065,6,1035.5,1455.932862,0,0,0.0,0.0,2070000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,40,0,2000000.0,0.0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,0,2068.0,1035.5,0.0,40,0,0,0,0,0,0,2,2071,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
441083,53034,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
420179,53,67595,4,2,176,344,44,44,44.0,0.0,172,172,172.0,0.0,7692.876692,88.76396183,13519.0,18934.43882,39442,1,39446,13148.66667,22770.69464,39442,1,3,3.0,0.0,3,3,0,0,0,0,128,40,59.17597455,29.58798728,44,172,80.57142857,62.45760467,3900.952381,0,0,0,0,0,0,0,0,0,94.0,44.0,172.0,128,0,0,0,0,0,0,4,176,2,344,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
346679,53,24293,2,2,60,468,30,30,30.0,0.0,234,234,234.0,0.0,21734.65607,164.6564854,8097.666667,14018.64189,24285,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,82.3282427,82.3282427,30,234,111.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,139.5,30.0,234.0,64,0,0,0,0,0,0,2,60,2,468,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
351984,3800,85,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,188235.2941,47058.82353,28.33333333,42.14656965,77,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,48,40,23529.41176,23529.41176,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
85740,443,675412,6,8,888,3335,458,0,148.0,182.2174525,1460,0,416.875,647.3216108,6252.479968,20.72808893,51954.76923,66365.94431,146779,3,553275,110655.0,56422.01788,147101,10706,541621,77374.42857,73054.56096,157542,3,0,0,0,0,132,172,8.883466684,11.84462225,0,1460,281.5333333,495.1175714,245141.4095,0,0,0,1,0,0,0,0,1,301.6428571,148.0,416.875,132,0,0,0,0,0,0,6,888,8,3335,8192,1026,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
31021,443,63964,5,4,121,3110,121,0,24.2,54.11284506,1338,0,777.5,671.0238446,50512.78844,140.7041461,7995.5,12948.78142,28949,31,63964,15991.0,15076.68228,29011,318,29139,9713.0,16607.08165,28889,48,0,0,0,0,172,136,78.16897005,62.53517604,0,1338,323.1,551.7194235,304394.3222,0,0,0,1,0,0,0,0,0,359.0,24.2,777.5,172,0,0,0,0,0,0,5,121,4,3110,65535,4050,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
40215,53,144756,2,2,72,296,36,36,36.0,0.0,148,148,148.0,0.0,2542.208959,27.63270607,48252.0,83529.01899,144703,5,5,5.0,0.0,5,5,48,48.0,0.0,48,48,0,0,0,0,64,64,13.81635304,13.81635304,36,148,80.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,101.0,36.0,148.0,64,0,0,0,0,0,0,2,72,2,296,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
186232,47312,51,4,0,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,235294.1176,78431.37255,17.0,26.85144316,48,1,51,17.0,26.85144316,48,1,0,0.0,0.0,0,0,0,0,0,0,104,0,78431.37255,0.0,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
354141,80,89,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,134831.4607,22471.91011,89.0,0.0,89,89,89,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0,0,0,40,0,22471.91011,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16361,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
333692,53,892723,1,1,59,317,59,59,59.0,0.0,317,317,317.0,0.0,421.1832786,2.240336588,892723.0,0.0,892723,892723,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,1.120168294,1.120168294,59,317,145.0,148.9563695,22188.0,0,0,0,0,0,0,0,0,1,217.5,59.0,317.0,20,0,0,0,0,0,0,1,59,1,317,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
449362,53,30732,1,1,48,80,48,48,48.0,0.0,80,80,80.0,0.0,4165.039698,65.07874528,30732.0,0.0,30732,30732,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.53937264,32.53937264,48,80,58.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,88.0,48.0,80.0,32,0,0,0,0,0,0,1,48,1,80,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
77920,5061,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
420275,443,88437311,21,20,1362,4812,426,0,64.85714286,115.8362144,1418,0,240.6,450.0235549,69.81216333,0.463605231,2210932.775,10300000.0,58900000,0,88400000,4421865.55,14400000.0,59000000,0,88400000,4650493.053,14700000.0,58900000,1,0,0,0,0,692,648,0.237456338,0.226148893,0,1418,147.0,329.6261001,108653.3659,0,0,0,1,0,0,0,0,0,150.5853659,64.85714286,240.6,692,0,0,0,0,0,0,21,1362,20,4812,29200,365,9,32,219824.5,145486.5131,322699,116950,44000000.0,21100000.0,58900000,29000000,Infiltration
119877,53,108408,1,1,58,281,58,58,58.0,0.0,281,281,281.0,0.0,3127.075493,18.44882297,108408.0,0.0,108408,108408,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9.224411483,9.224411483,58,281,132.3333333,128.74911,16576.33333,0,0,0,0,0,0,0,0,1,198.5,58.0,281.0,32,0,0,0,0,0,0,1,58,1,281,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
168984,443,60463208,14,12,980,3434,590,0,70.0,161.0905145,1615,2,286.1666667,589.1466608,73.00307321,0.430013571,2418528.32,4315310.359,10000000,48,60500000,4651016.0,5166607.326,10100000,122,60400000,5488949.182,5208461.024,10100000,248,0,0,0,0,292,244,0.231545769,0.198467802,0,1615,163.4814815,415.3345612,172502.7977,0,0,0,1,0,0,0,0,0,169.7692308,70.0,286.1666667,292,0,0,0,0,0,0,14,980,12,3434,8192,31270,13,20,135475.1667,125448.1125,391545,84164,9941698.5,120126.7871,10000000,9700360,BENIGN
290512,37477,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,123,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
414139,4899,51,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,313725.4902,78431.37255,17.0,27.71281292,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,39215.68627,39215.68627,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
279261,443,65067614,15,12,1052,851,517,0,70.13333333,169.4068925,670,0,70.91666667,193.5343326,29.24650042,0.414952975,2502600.538,4292309.718,10000000,38,65100000,4647686.714,4982664.146,10000000,114,65100000,5913796.455,4912785.878,10000000,191,0,0,0,0,488,392,0.230529431,0.184423544,0,670,67.96428571,174.1207504,30318.03571,0,0,0,1,0,0,0,0,0,70.48148148,70.13333333,70.91666667,488,0,0,0,0,0,0,15,1052,12,851,29200,243,3,32,29836.83333,34595.77857,100455,15562,9994908.167,17388.25567,10000000,9960013,BENIGN
46035,80,15,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,800000.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,66666.66667,66666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,258,335,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
4046,53,243952,2,2,66,224,33,33,33.0,0.0,112,112,112.0,0.0,1188.758444,16.3966682,81317.33333,140840.5567,243946,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,64,40,8.198334099,8.198334099,33,112,64.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,80.75,33.0,112.0,64,0,0,0,0,0,0,2,66,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33740,53,32743,2,2,62,174,31,31,31.0,0.0,87,87,87.0,0.0,7207.647436,122.1635159,10914.33333,18900.71579,32739,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,80,61.08175793,61.08175793,31,87,53.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,66.75,31.0,87.0,40,0,0,0,0,0,0,2,62,2,174,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
479324,53,146,2,2,78,142,39,39,39.0,0.0,71,71,71.0,0.0,1506849.315,27397.26027,48.66666667,79.09698688,140,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13698.63014,13698.63014,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39.0,71.0,40,0,0,0,0,0,0,2,78,2,142,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
78257,53,63171,2,2,72,124,36,36,36.0,0.0,62,62,62.0,0.0,3102.689525,63.32019439,21057.0,36467.46376,63166,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,80,31.6600972,31.6600972,36,62,46.4,14.2407865,202.8,0,0,0,0,0,0,0,0,1,58.0,36.0,62.0,64,0,0,0,0,0,0,2,72,2,124,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
409656,48158,171163,2,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,70.10860992,23.36953664,57054.33333,98777.70531,171113,3,171163,171163.0,0.0,171163,171163,3,3.0,0.0,3,3,0,0,0,0,64,40,11.68476832,11.68476832,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,64,0,0,0,0,0,0,2,0,2,12,130,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
213987,53,100701,1,1,44,90,44,44,44.0,0.0,90,90,90.0,0.0,1330.671989,19.86077596,100701.0,0.0,100701,100701,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,44,9.93038798,9.93038798,44,90,59.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,89.0,44.0,90.0,20,0,0,0,0,0,0,1,44,1,90,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
487501,1947,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
464856,53,30526,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4193.146826,65.51791915,30526.0,0.0,30526,30526,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.75895958,32.75895958,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
143671,53,473,1,1,57,118,57,57,57.0,0.0,118,118,118.0,0.0,369978.8584,4228.32981,473.0,0.0,473,473,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2114.164905,2114.164905,57,118,77.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,116.0,57.0,118.0,20,0,0,0,0,0,0,1,57,1,118,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
405586,1080,106,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,35.33333333,21.93931023,48,10,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,48,40,18867.92453,18867.92453,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9481,53,24112,1,1,57,181,57,57,57.0,0.0,181,181,181.0,0.0,9870.603849,82.94625083,24112.0,0.0,24112,24112,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.47312541,41.47312541,57,181,98.33333333,71.59143338,5125.333333,0,0,0,0,0,0,0,0,1,147.5,57.0,181.0,20,0,0,0,0,0,0,1,57,1,181,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
126051,5631,124,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,129032.2581,32258.06452,41.33333333,35.47299442,73,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,48,40,16129.03226,16129.03226,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
359705,443,59412908,18,18,2723,13470,1315,0,151.2777778,371.2004066,1527,0,748.3333333,700.3004397,272.5502007,0.605928934,1697511.657,3691589.473,10000000,6,59400000,3494876.941,4740403.252,10000000,6,51400000,3023223.0,4666680.511,10000000,48,0,0,0,0,372,432,0.302964467,0.302964467,0,1527,437.6486486,625.4934148,391242.012,0,0,0,1,0,0,0,0,1,449.8055556,151.2777778,748.3333333,372,0,0,0,0,0,0,18,2723,18,13470,8192,137,17,20,238124.1667,507276.538,1273598,30821,9664026.167,821631.6364,10000000,7986878,BENIGN
428868,56446,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1006,321,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10790,53,209,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,1913875.598,19138.75598,69.66666667,80.43216604,159,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,9569.37799,9569.37799,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
200445,4129,47,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,340425.5319,85106.38298,15.66666667,25.40341184,45,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,48,40,42553.19149,42553.19149,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33008,80,829153,4,4,210,1608,198,0,52.5,97.04122835,1596,0,402.0,796.0050251,2192.598953,9.648400235,118450.4286,284189.6182,761984,37,67169,22389.66667,19321.62898,33576,79,795614,265204.6667,430575.691,762058,1030,0,0,0,0,92,92,4.824200117,4.824200117,0,1596,202.0,526.7029523,277416.0,0,0,0,1,0,0,0,0,1,227.25,52.5,402.0,92,0,0,0,0,0,0,4,210,4,1608,8192,946,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
257791,443,64196,5,4,121,3110,121,0,24.2,54.11284506,1338,0,777.5,671.0238446,50330.23864,140.1956508,8024.5,12790.26772,28453,1,64196,16049.0,14685.47575,28638,324,28995,9665.0,16511.85401,28731,48,0,0,0,0,172,136,77.88647268,62.30917814,0,1338,323.1,551.7194235,304394.3222,0,0,0,1,0,0,0,0,0,359.0,24.2,777.5,172,0,0,0,0,0,0,5,121,4,3110,65535,4050,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
